Producto_Detalles_Vistos,Cantidad_Actividades_Sesión,Cantidad_Artículos_En_Carro,Cantidad_Artículos_Eliminados_Carro,Cantidad_Visitas_Carro,Confirmaciones_Compra,Inicios_Pago,Vistas_Productos_Carro,Inicios_Sesión_Cliente,Vistas_Páginas,Segmento_Cliente,Abandono_Carro
No,31,6,2,8,0,3,3,0,4,Cliente No Segmentado,Si
No,19,2,0,2,0,0,6,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,5,0,1,0,0,0,2,0,1,Cliente Objetivo,Si
No,6,0,0,2,0,2,2,0,0,Cliente Objetivo,Si
No,10,3,1,1,1,1,1,1,1,Cliente Leal,No
No,8,1,0,0,0,3,3,0,1,Cliente Objetivo,Si
No,53,3,0,4,2,6,37,0,0,Cliente Leal,No
No,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,47,0,0,2,0,1,1,0,4,Cliente Objetivo,Si
No,2,10,0,5,0,1,3,1,9,Cliente Leal,Si
No,18,1,0,2,0,1,7,0,0,Cliente Objetivo,Si
No,13,4,0,2,0,1,3,0,3,Cliente Leal,Si
No,5,2,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,1,4,4,2,0,3,1,0,2,Cliente No Segmentado,Si
No,13,0,0,1,0,1,2,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,33,0,0,2,0,0,16,0,0,Cliente Objetivo,Si
No,12,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,15,2,0,3,1,2,1,1,3,Cliente Objetivo,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,18,10,2,0,1,1,1,0,2,Cliente No Segmentado,No
Si,22,3,2,1,0,0,0,0,0,Cliente No Segmentado,Si
No,15,0,0,1,0,0,2,0,12,Cliente Objetivo,Si
Si,2,0,0,0,1,1,0,0,0,Cliente Objetivo,No
No,11,2,2,3,1,1,0,0,2,Cliente No Segmentado,No
No,15,9,0,1,0,0,2,0,1,Cliente Leal,Si
No,9,4,0,1,0,1,1,0,2,Cliente Leal,Si
No,8,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,24,7,4,3,0,0,1,0,7,Cliente No Segmentado,Si
No,10,2,0,2,0,2,0,0,4,Cliente Objetivo,Si
No,8,1,0,1,1,1,1,1,1,Cliente Objetivo,No
No,11,3,0,0,0,1,4,0,1,Cliente Leal,Si
No,8,1,0,0,0,0,3,0,2,Cliente Objetivo,Si
No,7,3,1,0,1,1,1,0,0,Cliente Leal,No
Si,9,6,0,0,0,1,1,0,1,Cliente Leal,Si
No,8,1,0,0,0,1,1,1,4,Cliente Objetivo,Si
No,19,3,0,9,0,3,0,0,4,Cliente Leal,Si
Si,6,3,0,0,0,0,1,0,1,Cliente Leal,Si
Si,25,0,0,4,0,0,3,0,3,Cliente Objetivo,Si
No,5,0,0,1,1,1,1,0,1,Cliente Objetivo,No
No,17,2,6,2,0,0,3,0,2,Cliente No Segmentado,Si
No,7,3,0,0,1,1,0,1,0,Cliente Leal,No
No,12,3,0,2,0,1,3,0,3,Cliente Leal,Si
No,11,5,0,1,1,1,1,1,0,Cliente Leal,Si
No,17,6,0,2,0,0,5,0,2,Cliente Leal,Si
Si,3,1,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,13,3,0,2,0,0,2,0,3,Cliente Leal,Si
No,9,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,12,4,1,0,2,1,1,1,1,Cliente Leal,Si
No,4,0,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,6,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,2,0,0,Cliente Objetivo,Si
Si,3,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,8,3,0,1,0,0,2,0,2,Cliente Leal,Si
No,12,1,0,1,1,2,4,0,2,Cliente Objetivo,No
No,6,2,1,2,0,0,0,0,1,Cliente Objetivo,Si
Si,11,9,0,0,0,0,1,0,0,Cliente Leal,Si
Si,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,5,1,0,0,0,2,1,0,0,Cliente Objetivo,Si
Si,4,1,0,2,0,0,0,0,1,Cliente Objetivo,Si
Si,22,3,8,0,0,0,2,0,4,Cliente No Segmentado,Si
No,11,2,0,3,0,1,3,0,2,Cliente Objetivo,Si
No,9,3,0,0,1,1,1,1,1,Cliente Leal,No
No,14,7,0,0,0,0,3,0,2,Cliente Leal,Si
No,10,1,0,1,0,0,4,0,2,Cliente Objetivo,Si
No,16,10,0,0,0,1,1,0,3,Cliente Leal,Si
No,38,9,5,8,0,3,2,1,6,Cliente No Segmentado,Si
No,14,0,0,2,0,1,5,0,1,Cliente Objetivo,Si
Si,6,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
Si,7,1,0,0,0,0,3,0,2,Cliente Objetivo,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
Si,6,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,14,5,4,1,0,0,1,0,3,Cliente No Segmentado,Si
No,21,11,2,4,0,1,1,0,0,Cliente No Segmentado,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,15,8,0,2,0,0,2,0,1,Cliente Leal,Si
No,19,9,1,2,1,2,1,1,2,Cliente Leal,No
No,2,0,0,0,0,1,0,0,1,Cliente Objetivo,Si
Si,20,4,2,5,1,1,0,1,5,Cliente No Segmentado,No
No,8,1,0,0,0,2,2,1,1,Cliente Objetivo,Si
No,9,1,0,0,0,0,3,0,3,Cliente Objetivo,Si
No,6,1,1,2,0,1,0,0,1,Cliente Objetivo,Si
No,14,3,0,1,0,4,1,1,4,Cliente Leal,Si
No,5,1,0,0,1,1,0,1,1,Cliente Objetivo,No
No,8,5,1,1,0,0,0,0,1,Cliente Leal,Si
No,11,4,0,1,1,1,2,1,1,Cliente Leal,No
Si,16,8,0,0,0,1,3,0,3,Cliente Leal,Si
No,28,6,7,3,1,1,5,0,0,Cliente No Segmentado,No
No,51,4,0,9,3,6,0,1,7,Cliente Leal,No
No,6,0,0,0,0,3,1,0,2,Cliente Objetivo,Si
Si,5,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,11,1,0,0,0,2,0,1,7,Cliente Objetivo,Si
No,1,5,0,2,0,0,4,0,0,Cliente Leal,Si
No,12,1,0,2,0,3,4,0,0,Cliente Objetivo,Si
No,7,1,0,2,0,0,4,0,0,Cliente Objetivo,Si
Si,10,7,0,0,0,0,1,0,1,Cliente Leal,Si
No,16,8,1,0,0,1,2,1,2,Cliente Leal,Si
No,9,4,0,1,0,1,0,0,3,Cliente Leal,Si
Si,12,3,0,0,0,1,4,0,1,Cliente Leal,Si
No,28,1,0,0,0,0,4,0,15,Cliente Objetivo,Si
No,8,2,0,3,0,1,0,1,1,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,16,5,0,2,1,3,4,0,1,Cliente Leal,No
No,15,0,0,0,0,1,0,0,6,Cliente Objetivo,Si
No,12,6,0,2,0,0,3,0,1,Cliente Leal,Si
No,73,4,0,5,0,3,6,0,11,Cliente Leal,Si
No,50,6,28,7,0,0,2,0,4,Cliente No Segmentado,Si
No,2,0,0,1,0,1,0,0,0,Cliente Objetivo,Si
Si,14,8,0,2,0,0,2,0,1,Cliente Leal,Si
No,1,3,0,2,0,0,1,0,1,Cliente Leal,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,5,0,0,2,0,0,0,0,2,Cliente Objetivo,Si
Si,13,3,0,0,0,0,1,0,9,Cliente Leal,Si
No,7,1,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,19,3,0,0,0,3,0,0,10,Cliente Leal,Si
No,60,0,0,12,0,1,36,0,0,Cliente Objetivo,Si
Si,8,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,7,2,0,0,1,1,1,1,1,Cliente Objetivo,No
No,5,2,0,2,0,0,0,0,1,Cliente Objetivo,Si
No,34,2,0,4,4,8,14,0,2,Cliente Objetivo,No
No,21,6,0,3,1,2,1,0,6,Cliente Leal,Si
Si,6,1,0,0,0,0,4,0,0,Cliente Objetivo,Si
No,6,0,0,1,0,0,2,0,1,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,2,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
No,10,4,0,1,0,1,2,0,2,Cliente Leal,Si
Si,19,10,1,1,0,0,1,0,4,Cliente Leal,Si
No,10,4,0,2,0,0,2,0,2,Cliente Leal,Si
No,10,4,1,0,1,1,1,0,0,Cliente Leal,No
Si,24,6,2,10,0,0,2,0,4,Cliente No Segmentado,Si
No,45,9,0,0,0,1,3,0,7,Cliente Leal,Si
No,17,5,3,3,0,0,0,0,5,Cliente No Segmentado,Si
Si,15,11,0,0,0,0,1,0,2,Cliente Leal,Si
No,9,2,0,1,1,1,1,1,0,Cliente Objetivo,No
No,7,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
Si,19,4,0,1,0,0,10,0,0,Cliente Leal,Si
No,10,1,0,6,0,1,2,0,0,Cliente Objetivo,Si
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,6,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,17,1,0,4,0,3,0,1,7,Cliente Objetivo,Si
No,6,1,0,0,0,1,1,1,2,Cliente Objetivo,Si
Si,8,2,0,0,1,2,2,0,1,Cliente Objetivo,No
No,10,0,0,0,0,1,7,0,2,Cliente Objetivo,Si
Si,8,1,0,1,0,0,1,0,4,Cliente Objetivo,Si
Si,11,4,0,2,0,0,3,0,1,Cliente Leal,Si
Si,10,6,0,1,0,0,1,0,2,Cliente Leal,Si
Si,16,4,0,1,0,0,4,0,2,Cliente Leal,Si
Si,4,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,9,4,0,1,0,1,2,0,1,Cliente Leal,Si
No,6,0,0,0,1,2,1,0,0,Cliente Objetivo,No
Si,3,1,1,0,0,0,0,0,1,Cliente Objetivo,Si
Si,3,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,6,2,1,0,0,1,0,0,2,Cliente Objetivo,Si
No,8,1,0,3,0,1,0,1,2,Cliente Objetivo,Si
Si,5,1,0,2,0,1,0,0,1,Cliente Objetivo,Si
No,15,0,0,3,1,1,1,0,2,Cliente Objetivo,No
Si,6,1,0,1,0,1,1,1,1,Cliente Objetivo,Si
No,12,2,0,0,0,1,1,1,3,Cliente Objetivo,Si
No,9,2,0,1,0,1,3,0,1,Cliente Objetivo,Si
No,12,3,0,4,0,0,3,0,2,Cliente Leal,Si
Si,10,5,0,0,0,0,1,0,3,Cliente Leal,Si
No,8,1,0,1,0,2,1,2,1,Cliente Objetivo,Si
No,7,2,0,1,0,1,2,0,1,Cliente Objetivo,Si
No,15,5,1,3,0,1,1,0,3,Cliente Leal,Si
Si,41,10,10,2,0,0,12,0,3,Cliente No Segmentado,Si
Si,10,6,1,0,0,1,1,0,1,Cliente Leal,Si
Si,5,2,0,0,0,0,0,0,2,Cliente Objetivo,Si
Si,10,4,0,0,0,2,1,0,1,Cliente Leal,Si
Si,16,0,1,1,0,0,1,0,1,Cliente Objetivo,Si
No,8,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,9,2,1,3,0,1,0,0,2,Cliente Objetivo,Si
Si,6,2,0,2,0,0,2,0,0,Cliente Objetivo,Si
No,9,1,0,3,0,2,0,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,17,1,0,0,0,0,4,0,7,Cliente Objetivo,Si
Si,5,1,0,0,1,1,1,1,0,Cliente Objetivo,No
No,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,20,0,0,2,1,3,2,0,3,Cliente Objetivo,No
No,17,0,0,0,0,0,3,0,1,Cliente Objetivo,Si
No,6,0,0,2,1,1,2,0,0,Cliente Objetivo,No
No,30,10,3,4,0,1,2,0,8,Cliente No Segmentado,Si
Si,10,6,1,0,0,0,1,0,1,Cliente Leal,Si
No,14,2,1,1,0,2,2,0,5,Cliente Objetivo,Si
Si,5,1,0,0,0,1,0,1,2,Cliente Objetivo,Si
No,19,7,0,0,0,1,4,0,2,Cliente Leal,Si
No,15,7,1,2,0,1,2,0,2,Cliente Leal,Si
No,17,5,0,5,0,1,3,1,2,Cliente Leal,Si
Si,6,1,0,0,0,3,2,0,0,Cliente Objetivo,Si
No,6,0,0,1,1,1,2,0,1,Cliente Objetivo,No
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,13,7,0,0,0,0,3,0,3,Cliente Leal,Si
Si,22,8,10,2,0,0,1,0,1,Cliente No Segmentado,Si
Si,31,1,0,1,0,0,22,0,2,Cliente Objetivo,Si
Si,17,0,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,14,2,0,1,1,2,1,1,6,Cliente Objetivo,No
No,5,0,0,1,0,1,0,0,1,Cliente Objetivo,Si
No,13,5,0,1,0,1,2,0,4,Cliente Leal,Si
No,13,7,0,2,0,1,1,0,2,Cliente Leal,Si
No,11,2,1,3,1,1,0,0,3,Cliente Objetivo,No
No,51,0,0,8,0,0,5,0,4,Cliente Objetivo,Si
No,11,5,0,1,1,1,1,1,1,Cliente Leal,No
No,14,2,0,4,1,3,0,1,3,Cliente Objetivo,No
No,26,0,0,2,0,1,3,0,6,Cliente Objetivo,Si
Si,12,2,0,3,0,3,0,1,3,Cliente Objetivo,Si
Si,13,6,2,1,0,1,1,1,0,Cliente No Segmentado,Si
Si,17,6,1,0,1,1,2,1,2,Cliente Leal,No
Si,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,2,0,0,2,0,0,0,0,0,Cliente Objetivo,Si
Si,4,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,13,8,0,0,0,1,1,0,3,Cliente Leal,Si
No,17,1,0,3,0,1,3,2,6,Cliente Objetivo,Si
No,14,2,0,3,0,1,4,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,4,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,11,1,0,0,1,2,1,0,3,Cliente Objetivo,Si
No,14,0,0,2,0,8,0,1,3,Cliente Objetivo,Si
Si,39,10,3,5,1,4,2,0,9,Cliente No Segmentado,No
No,1,3,3,1,0,2,0,0,12,Cliente No Segmentado,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,23,1,0,0,0,1,1,0,17,Cliente Objetivo,Si
No,39,4,0,3,0,1,13,0,1,Cliente Leal,Si
Si,10,6,0,0,0,1,1,0,2,Cliente Leal,Si
No,10,1,0,0,0,0,2,0,6,Cliente Objetivo,Si
No,12,0,0,0,0,6,5,0,1,Cliente Objetivo,Si
Si,9,2,0,1,0,2,1,1,1,Cliente Objetivo,Si
Si,9,1,0,2,0,1,3,0,2,Cliente Objetivo,Si
No,1,0,0,1,3,1,10,0,1,Cliente Objetivo,No
Si,10,0,0,2,0,0,0,0,1,Cliente Objetivo,Si
No,7,1,0,3,0,1,2,0,0,Cliente Objetivo,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,21,8,1,2,0,3,0,1,6,Cliente Leal,Si
Si,15,6,6,0,0,0,1,0,1,Cliente No Segmentado,Si
No,20,3,0,3,1,1,7,0,0,Cliente Leal,No
Si,13,0,0,1,0,0,2,0,1,Cliente Objetivo,Si
No,6,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,6,3,0,0,0,0,1,0,2,Cliente Leal,Si
Si,9,3,1,1,0,0,1,0,3,Cliente Leal,Si
Si,17,6,0,2,0,0,2,0,6,Cliente Leal,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,11,6,0,1,0,1,1,0,2,Cliente Leal,Si
Si,10,1,0,1,1,1,1,1,2,Cliente Objetivo,No
No,10,1,0,0,0,4,5,0,0,Cliente Objetivo,Si
Si,5,1,1,0,0,0,2,0,1,Cliente Objetivo,Si
No,5,0,0,2,0,0,3,0,0,Cliente Objetivo,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,8,0,0,3,0,1,3,0,1,Cliente Objetivo,Si
No,16,8,0,1,0,3,1,0,1,Cliente Leal,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
Si,15,2,0,2,0,0,3,0,7,Cliente Objetivo,Si
No,11,6,0,1,0,1,2,0,1,Cliente Leal,Si
No,14,0,0,0,0,0,4,0,5,Cliente Objetivo,Si
Si,4,1,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,17,0,0,1,0,1,1,0,6,Cliente Objetivo,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,17,10,0,1,0,1,3,0,1,Cliente Leal,Si
No,10,3,1,1,1,2,0,0,2,Cliente Leal,No
No,3,0,0,0,1,2,0,0,0,Cliente Objetivo,No
No,6,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,31,1,0,3,0,0,3,0,1,Cliente Objetivo,Si
No,10,4,0,1,0,0,1,0,3,Cliente Leal,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,18,1,0,9,0,1,6,0,0,Cliente Objetivo,Si
No,10,2,0,0,1,1,2,1,3,Cliente Objetivo,No
Si,4,3,0,0,0,0,1,0,0,Cliente Leal,Si
No,16,3,0,1,0,0,7,0,1,Cliente Leal,Si
No,4,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,9,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,10,3,0,2,0,1,1,0,2,Cliente Leal,Si
No,18,7,2,2,1,1,1,1,2,Cliente No Segmentado,No
No,14,5,0,0,1,1,0,1,6,Cliente Leal,No
No,39,0,0,0,1,1,2,0,6,Cliente Objetivo,No
No,1,0,0,0,0,1,0,0,0,Cliente Objetivo,Si
Si,5,2,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,3,0,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,12,0,0,10,0,0,1,0,1,Cliente Objetivo,Si
Si,7,3,0,0,0,1,3,0,0,Cliente Leal,Si
No,34,2,0,4,1,3,15,0,0,Cliente Objetivo,No
No,11,5,0,0,1,1,0,1,2,Cliente Leal,No
Si,4,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
Si,3,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,9,0,0,1,1,1,5,0,1,Cliente Objetivo,No
No,14,5,0,1,1,1,1,1,3,Cliente Leal,No
No,4,1,0,1,0,1,0,0,1,Cliente Objetivo,Si
No,13,7,0,0,1,1,1,1,1,Cliente Leal,No
No,20,0,0,3,0,1,15,0,1,Cliente Objetivo,Si
No,6,1,0,2,0,1,2,0,0,Cliente Objetivo,Si
No,33,0,0,2,1,2,4,0,1,Cliente Objetivo,No
No,9,5,0,0,0,1,1,0,2,Cliente Leal,Si
Si,9,0,1,0,0,0,2,0,4,Cliente Objetivo,Si
Si,14,0,0,1,0,1,3,0,4,Cliente Objetivo,Si
No,14,7,0,2,0,1,3,0,1,Cliente Leal,Si
No,14,5,0,1,1,1,1,0,4,Cliente Leal,No
No,15,5,0,2,0,0,3,0,5,Cliente Leal,Si
No,28,2,0,3,0,0,21,0,0,Cliente Objetivo,Si
No,6,1,1,1,0,0,0,0,2,Cliente Objetivo,Si
No,6,0,0,2,0,0,0,0,4,Cliente Objetivo,Si
Si,11,5,0,1,0,0,1,0,3,Cliente Leal,Si
No,4,1,0,1,0,1,0,0,0,Cliente Objetivo,Si
No,25,4,0,1,0,6,12,0,0,Cliente Leal,Si
No,28,0,0,3,0,1,2,0,4,Cliente Objetivo,Si
No,10,0,0,1,0,0,8,0,0,Cliente Objetivo,Si
Si,7,2,0,0,0,0,3,0,1,Cliente Objetivo,Si
No,6,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,6,1,0,0,0,1,1,1,2,Cliente Objetivo,Si
No,11,3,0,2,0,0,0,0,5,Cliente Leal,Si
Si,5,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,12,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,6,2,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,15,8,0,1,0,1,2,0,2,Cliente Leal,Si
Si,5,1,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,5,0,0,1,0,1,0,1,2,Cliente Objetivo,Si
Si,39,0,0,3,0,2,0,0,4,Cliente Objetivo,Si
No,17,5,4,0,1,1,0,1,5,Cliente No Segmentado,No
Si,5,0,0,0,0,0,1,0,3,Cliente Objetivo,Si
No,11,3,0,1,0,0,1,0,1,Cliente Leal,Si
No,23,7,1,3,0,0,1,0,11,Cliente Leal,Si
Si,27,0,0,2,0,0,6,0,1,Cliente Objetivo,Si
Si,10,3,0,0,0,0,1,0,4,Cliente Leal,Si
Si,8,4,0,3,0,0,0,0,1,Cliente Leal,Si
No,10,0,0,0,0,4,0,2,4,Cliente Objetivo,Si
Si,6,4,0,0,0,0,1,0,0,Cliente Leal,Si
No,11,1,0,2,0,3,4,0,1,Cliente Objetivo,Si
No,11,6,0,1,0,1,1,0,2,Cliente Leal,Si
No,7,0,0,2,0,2,0,1,2,Cliente Objetivo,Si
No,50,0,0,2,1,1,4,0,4,Cliente Objetivo,No
No,21,11,4,3,0,0,3,0,0,Cliente No Segmentado,Si
No,14,6,0,0,1,1,2,1,2,Cliente Leal,No
No,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,18,7,0,3,0,0,3,0,2,Cliente Leal,Si
Si,29,5,3,0,0,3,1,0,15,Cliente No Segmentado,Si
No,6,1,0,0,0,1,4,0,0,Cliente Objetivo,Si
Si,8,2,0,3,0,0,1,0,1,Cliente Objetivo,Si
No,22,2,0,0,1,3,12,0,3,Cliente Objetivo,No
Si,7,3,1,0,0,0,1,0,0,Cliente Leal,Si
No,15,4,0,2,1,1,2,1,4,Cliente Leal,No
No,21,7,0,4,0,0,4,0,2,Cliente Leal,Si
Si,26,7,6,2,0,0,2,0,4,Cliente No Segmentado,Si
No,17,10,1,2,0,1,1,0,2,Cliente Leal,Si
Si,18,0,0,1,0,1,10,0,0,Cliente Objetivo,Si
Si,10,0,0,5,0,5,0,0,0,Cliente Objetivo,Si
No,10,2,0,0,0,2,5,0,1,Cliente Objetivo,Si
Si,10,4,0,1,1,1,3,0,0,Cliente Leal,No
No,8,1,0,0,1,2,1,1,1,Cliente Objetivo,No
Si,11,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,7,2,0,2,0,0,2,0,1,Cliente Objetivo,Si
No,8,1,0,0,0,3,4,0,0,Cliente Objetivo,Si
Si,40,4,6,6,0,2,0,2,14,Cliente No Segmentado,Si
No,6,0,0,0,0,2,0,1,3,Cliente Objetivo,Si
No,42,7,10,8,0,4,1,0,12,Cliente No Segmentado,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,7,1,0,1,1,1,0,0,3,Cliente Objetivo,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,10,0,0,3,0,0,7,0,0,Cliente Objetivo,Si
No,11,4,0,1,0,1,1,0,4,Cliente Leal,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,14,4,0,1,0,0,3,0,0,Cliente Leal,Si
No,6,1,0,1,0,1,1,1,1,Cliente Objetivo,Si
No,47,3,0,1,1,2,1,0,0,Cliente Leal,No
No,15,5,2,3,0,1,2,0,2,Cliente No Segmentado,Si
No,12,0,0,0,2,2,8,0,0,Cliente Objetivo,No
No,11,1,0,1,0,0,8,0,1,Cliente Objetivo,Si
No,15,0,0,1,1,1,2,0,3,Cliente Objetivo,No
No,6,1,0,0,0,1,0,1,2,Cliente Objetivo,Si
No,6,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
Si,14,3,0,0,1,2,0,0,7,Cliente Leal,No
Si,5,1,1,1,0,0,1,0,1,Cliente Objetivo,Si
No,31,1,0,1,0,0,23,0,0,Cliente Objetivo,Si
Si,4,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,6,1,1,3,0,0,0,0,1,Cliente Objetivo,Si
No,55,8,25,11,0,1,2,1,4,Cliente No Segmentado,Si
Si,13,4,0,1,0,0,6,0,0,Cliente Leal,Si
No,10,4,1,0,0,2,1,0,2,Cliente Leal,Si
No,10,2,0,3,0,2,0,0,3,Cliente Objetivo,Si
Si,31,7,8,3,0,2,2,1,8,Cliente No Segmentado,Si
No,5,2,0,0,0,0,0,0,3,Cliente Objetivo,Si
No,6,0,0,1,0,1,3,0,1,Cliente Objetivo,Si
No,4,0,0,1,0,2,1,0,0,Cliente Objetivo,Si
Si,13,1,0,1,0,1,2,0,2,Cliente Objetivo,Si
Si,7,2,0,0,1,1,2,1,0,Cliente Objetivo,No
Si,17,4,5,0,0,0,1,0,5,Cliente No Segmentado,Si
No,17,11,0,1,1,1,1,1,0,Cliente Leal,No
Si,7,3,0,0,0,0,1,0,2,Cliente Leal,Si
No,5,1,0,0,1,2,1,0,0,Cliente Objetivo,No
No,3,0,0,3,0,0,0,0,0,Cliente Objetivo,Si
Si,7,1,2,0,0,1,0,1,0,Cliente Objetivo,Si
No,6,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,30,8,6,5,0,1,6,0,0,Cliente No Segmentado,Si
No,14,1,1,0,0,4,1,1,4,Cliente Objetivo,Si
Si,4,1,0,1,0,1,0,0,1,Cliente Objetivo,Si
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,4,1,0,1,0,1,0,0,1,Cliente Objetivo,Si
Si,7,2,1,0,0,0,2,0,2,Cliente Objetivo,Si
Si,30,7,6,3,0,0,4,0,8,Cliente No Segmentado,Si
No,10,5,0,0,0,2,2,0,0,Cliente Leal,Si
No,6,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,21,8,5,3,0,0,0,0,4,Cliente No Segmentado,Si
No,9,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,9,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,22,1,0,1,0,1,0,1,1,Cliente Objetivo,Si
No,8,1,0,2,0,2,0,2,1,Cliente Objetivo,Si
No,26,6,0,2,3,4,2,1,8,Cliente Leal,No
No,5,1,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,7,0,0,0,0,0,0,0,2,Cliente Objetivo,Si
No,16,5,1,0,1,1,1,1,3,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,27,11,0,3,0,0,3,0,4,Cliente Leal,Si
Si,12,6,1,1,0,0,2,0,1,Cliente Leal,Si
No,5,0,0,2,0,1,1,0,1,Cliente Objetivo,Si
No,10,1,0,3,0,1,2,1,2,Cliente Objetivo,Si
No,35,10,0,2,0,3,1,1,10,Cliente Leal,Si
